disease_names,where,count
Usher_syndrome_type_1B;Rare_genetic_deafness;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome,center,1
Usher_syndrome_type_1B;Retinal_dystrophy,center,4
"Usher_syndrome_type_1B;Retinitis_pigmentosa;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive",center,1
Usher_syndrome_type_1B;Usher_syndrome,center,1
Usher_syndrome_type_1B;Usher_syndrome_type_1,center,1
Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,5
Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,3
Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11,center,1
Usher_syndrome_type_1B;Usher_syndrome_type_1;MYO7A-related_disorder,center,1
Usher_syndrome_type_1B;Usher_syndrome_type_1;Usher_syndrome,center,1
"Usher_syndrome_type_1C;USH1C-related_disorder;Rare_genetic_deafness;Retinal_dystrophy;Retinitis_pigmentosa;Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_18A;Hearing_loss,_autosomal_recessive;Usher_syndrome_type_1",center,1
Usher_syndrome_type_1D,center,41
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,55
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases,center,2
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Usher_syndrome_type_1,center,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",center,4
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases;Retinal_dystrophy;Usher_syndrome_type_1",center,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases;Usher_syndrome_type_1",center,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome",center,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1;Retinitis_pigmentosa-deafness_syndrome",center,1
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1,center,10
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,center,12
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F;Usher_syndrome_type_1,center,1
Usher_syndrome_type_1D;CDH23-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,1
Usher_syndrome_type_1D;CDH23-related_disorder;Usher_syndrome_type_1;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Autosomal_recessive_nonsyndromic_hearing_loss_12;Galactosylceramide_beta-galactosidase_deficiency;Metachromatic_leukodystrophy,center,1
Usher_syndrome_type_1D;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",center,2
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",center,23
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Retinal_dystrophy;Usher_syndrome_type_1",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive;Retinitis_pigmentosa-deafness_syndrome",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;CDH23-related_disorder",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Rare_genetic_deafness;Usher_syndrome_type_1",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome",center,3
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome;Usher_syndrome_type_1",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1",center,4
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1;USHER_SYNDROME,_TYPE_ID/F,_DIGENIC",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Rare_genetic_deafness",center,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Usher_syndrome;Inborn_genetic_diseases;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_12",center,1
Usher_syndrome_type_1D;Prelingual_sensorineural_hearing_impairment;Inborn_genetic_diseases;Usher_syndrome_type_1,center,1
Usher_syndrome_type_1D;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,1
Usher_syndrome_type_1D;Retinitis_pigmentosa-deafness_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1,center,2
Usher_syndrome_type_1D;Usher_syndrome,center,1
Usher_syndrome_type_1D;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,6
Usher_syndrome_type_1D;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Galactosylceramide_beta-galactosidase_deficiency;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Metachromatic_leukodystrophy,center,1
"Usher_syndrome_type_1D;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",center,1
"Usher_syndrome_type_1D;Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types",center,1
Usher_syndrome_type_1D;Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12,center,1
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,20
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Rare_genetic_deafness,center,1
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome;Nonsyndromic_Deafness,center,1
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1,center,3
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1;Hearing_impairment,center,1
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1;Retinal_dystrophy,center,1
"Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1;USHER_SYNDROME,_TYPE_ID/F,_DIGENIC",center,1
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,23
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Non-Syndromic_Hereditary_Hearing_Impairment,center,1
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D,center,4
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D;PCDH15-related_disorder,center,1
Usher_syndrome_type_1F;Hearing_impairment,center,1
Usher_syndrome_type_1F;Inborn_genetic_diseases;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,1
Usher_syndrome_type_1F;Retinitis_pigmentosa;Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,1
Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,center,19
Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Inborn_genetic_diseases,center,1
Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;PCDH15-related_disorder,center,1
"Usher_syndrome_type_1G;Deafness;Hearing_loss,_autosomal_recessive",center,1
Usher_syndrome_type_1J;Autosomal_recessive_nonsyndromic_hearing_loss_48,center,1
Usher_syndrome_type_2,center,34
Usher_syndrome_type_2;Rare_genetic_deafness;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,1
Usher_syndrome_type_2;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,1
Usher_syndrome_type_2;Rare_genetic_deafness;Usher_syndrome;USH2A-related_disorder;Congenital_stationary_night_blindness;Macular_dystrophy;Inborn_genetic_diseases;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa;Cone-rod_dystrophy,center,1
"Usher_syndrome_type_2;Rare_genetic_deafness;Usher_syndrome_type_2C;Febrile_seizures,_familial,_4;Usher_syndrome;Retinal_dystrophy",center,1
Usher_syndrome_type_2;Retinal_dystrophy;Usher_syndrome_type_2A,center,1
Usher_syndrome_type_2;Retinitis_pigmentosa_39,center,4
Usher_syndrome_type_2;Retinitis_pigmentosa_39;Usher_syndrome,center,1
Usher_syndrome_type_2;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,center,2
Usher_syndrome_type_2;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Inborn_genetic_diseases,center,1
Usher_syndrome_type_2;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,center,1
Usher_syndrome_type_2;Usher_syndrome_type_2A,center,7
Usher_syndrome_type_2;Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome,center,1
Usher_syndrome_type_2;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,1
Usher_syndrome_type_2;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,center,1
Usher_syndrome_type_2A,center,873
Usher_syndrome_type_2A;Congenital_sensorineural_hearing_impairment,center,1
"Usher_syndrome_type_2A;Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2C",center,3
Usher_syndrome_type_2A;Inborn_genetic_diseases,center,17
Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinitis_pigmentosa_39,center,6
Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinitis_pigmentosa_39;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Inborn_genetic_diseases;USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Nonsyndromic_genetic_hearing_loss,center,1
Usher_syndrome_type_2A;Rare_genetic_deafness,center,2
Usher_syndrome_type_2A;Rare_genetic_deafness;Retinal_dystrophy;Retinitis_pigmentosa_39,center,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Retinitis_pigmentosa_39,center,3
Usher_syndrome_type_2A;Rare_genetic_deafness;Retinitis_pigmentosa_39;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome,center,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Usher_syndrome;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2;USH2A-related_disorder;Inborn_genetic_diseases;Retinal_dystrophy;Retinitis_pigmentosa,center,1
Usher_syndrome_type_2A;Retinal_dystrophy,center,25
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa,center,8
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39,center,9
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39;Retinitis_pigmentosa,center,1
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39;USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2,center,1
Usher_syndrome_type_2A;Retinal_dystrophy;USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa,center,26
"Usher_syndrome_type_2A;Retinitis_pigmentosa-deafness_syndrome;Retinitis_pigmentosa_39;Retinitis_Pigmentosa,_Recessive",center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa;Retinitis_pigmentosa_39,center,6
Usher_syndrome_type_2A;Retinitis_pigmentosa;Retinitis_pigmentosa_39;Retinal_dystrophy,center,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39,center,341
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Inborn_genetic_diseases,center,22
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Inborn_genetic_diseases;USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Leber_congenital_amaurosis;Retinitis_pigmentosa;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Progressive_cone_dystrophy_(without_rod_involvement);USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness,center,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;Usher_syndrome,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;Usher_syndrome;USH2A-related_disorder;See_cases;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;Usher_syndrome_type_2;USH2A-related_disorder;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,center,55
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Retinitis_pigmentosa,center,5
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Usher_syndrome,center,3
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Usher_syndrome;Retinitis_pigmentosa,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,center,12
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa;Inborn_genetic_diseases,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa;Inborn_genetic_diseases;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinal_dystrophy,center,4
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinitis_pigmentosa,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinitis_pigmentosa;Retinal_dystrophy,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome,center,15
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy,center,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Retinal_dystrophy,center,6
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Retinal_dystrophy;USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;USH2A-related_disorder,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa,center,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome_type_2,center,2
Usher_syndrome_type_2A;USH2A-related_disorder,center,10
Usher_syndrome_type_2A;USH2A-related_disorder;Inborn_genetic_diseases,center,1
Usher_syndrome_type_2A;USH2A-related_disorder;Retinal_dystrophy,center,3
Usher_syndrome_type_2A;USH2A-related_disorder;Retinitis_pigmentosa_39,center,4
Usher_syndrome_type_2A;Usher_syndrome,center,9
Usher_syndrome_type_2A;Usher_syndrome;Inborn_genetic_diseases;Retinitis_pigmentosa_39,center,1
Usher_syndrome_type_2A;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39,center,1
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa;Retinitis_pigmentosa_39,center,1
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa_39,center,2
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa_39;Retinal_dystrophy;Rare_genetic_deafness,center,1
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa_39;Retinitis_pigmentosa,center,2
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_1;USH2A-related_disorder;Retinitis_pigmentosa,center,1
Usher_syndrome_type_2A;Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa_39;Retinal_dystrophy;Retinitis_pigmentosa,center,1
Usher_syndrome_type_2A;Usher_syndrome_type_2;Retinitis_pigmentosa_39;Inborn_genetic_diseases;Retinal_dystrophy,center,1
"Usher_syndrome_type_2A;Usher_syndrome_type_2C;Hearing_loss,_autosomal_recessive_57",center,2
"Usher_syndrome_type_2C;Febrile_seizures,_familial,_4;Rare_genetic_deafness",center,2
"Usher_syndrome_type_2C;Hearing_loss,_autosomal_recessive_57",center,3
"Usher_syndrome_type_2C;Hearing_loss,_autosomal_recessive_57;Hearing_loss,_autosomal_recessive;Usher_syndrome_type_2A",center,1
"Usher_syndrome_type_2C;Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2A",center,1
Usher_syndrome_type_2C;Rare_genetic_deafness;Retinal_dystrophy,center,1
"Usher_syndrome_type_2C;Usher_syndrome_type_2A;Hearing_loss,_autosomal_recessive_57",center,1
"Usher_syndrome_type_2C;Usher_syndrome_type_2A;Hearing_loss,_autosomal_recessive_57;Inborn_genetic_diseases",center,1
Usher_syndrome_type_2D;Autosomal_recessive_nonsyndromic_hearing_loss_31,center,58
Usher_syndrome_type_2D;Autosomal_recessive_nonsyndromic_hearing_loss_31;Retinal_dystrophy,center,1
Usher_syndrome_type_2D;Autosomal_recessive_nonsyndromic_hearing_loss_31;WHRN-related_disorder,center,3
Usher_syndrome_type_2D;Retinitis_pigmentosa-deafness_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_31,center,2
Usher_syndrome_type_2D;WHRN-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_31,center,1
Usher_syndrome_type_3A;Hearing_impairment,center,1
Usher_syndrome_type_3A;Retinitis_pigmentosa_61;Rare_genetic_deafness;Usher_syndrome_type_3;Usher_syndrome,center,1
Usher_syndrome_type_3A;Usher_syndrome_type_2;Rare_genetic_deafness;Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa;See_cases;Hearing_impairment;Congenital_sensorineural_hearing_impairment,center,1
VATER_association,center,1
"VPS33B-related_disorder;Abnormal_bleeding;Thrombocytopenia;Cholestasis,_progressive_familial_intrahepatic,_12;Keratoderma-ichthyosis-deafness_syndrome,_autosomal_recessive;Arthrogryposis,_renal_dysfunction,_and_cholestasis_1",center,1
Visual_impairment,center,2
Visual_impairment,left,1
Vitelliform_macular_dystrophy_1;Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;MYH9-related_disorder,center,1
Vitreoretinopathy,center,2
WFS1-Related_Spectrum_Disorders;Autosomal_dominant_nonsyndromic_hearing_loss_6,center,18
WFS1-Related_Spectrum_Disorders;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram_syndrome_1,center,42
WFS1-Related_Spectrum_Disorders;Cataract_41;Type_2_diabetes_mellitus;Wolfram-like_syndrome;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6,center,2
WFS1-Related_Spectrum_Disorders;Cataract_41;Type_2_diabetes_mellitus;Wolfram-like_syndrome;Wolfram_syndrome_1;Autosomal_dominant_nonsyndromic_hearing_loss_6;Diabetes_mellitus,center,1
WFS1-Related_Spectrum_Disorders;Cataract_41;Wolfram-like_syndrome;Type_2_diabetes_mellitus;Autosomal_dominant_nonsyndromic_hearing_loss_6;Wolfram_syndrome_1,center,2
WFS1-Related_Spectrum_Disorders;Cataract_41;Wolfram_syndrome_1;Wolfram-like_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_6;Type_2_diabetes_mellitus,center,1
