disease_names,mut_type,count
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,INS,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness;Hearing_loss,_autosomal_recessive",SNP,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,INS,1
"Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive;Nonsyndromic_genetic_hearing_loss",SNP,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,SNP,1
Usher_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,SNP,1
"Usher_syndrome;Childhood_onset_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_48;Usher_syndrome_type_1J;Hearing_loss,_autosomal_recessive",SNP,1
"Usher_syndrome;Febrile_seizures,_familial,_4;Usher_syndrome_type_2C;Rare_genetic_deafness",SNP,1
Usher_syndrome;Inborn_genetic_diseases;Retinitis_pigmentosa,SNP,1
"Usher_syndrome;MYO7A-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive",INS,1
Usher_syndrome;MYO7A-related_disorder;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness,SNP,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",SNP,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Rare_genetic_deafness;Retinal_dystrophy;Usher_syndrome_type_1;Usher_syndrome_type_1D",SNP,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Retinal_dystrophy",DEL,1
"Usher_syndrome;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss",SNP,1
Usher_syndrome;Rare_genetic_deafness,DEL,1
Usher_syndrome;Rare_genetic_deafness,SNP,1
Usher_syndrome;Rare_genetic_deafness;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Usher_syndrome;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,1
Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,SNP,1
Usher_syndrome;Rare_genetic_deafness;USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,SNP,1
Usher_syndrome;Retinal_dystrophy;Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1,SNP,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39,SNP,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,5
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_degeneration;Retinitis_pigmentosa,SNP,1
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,SNP,5
Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,DEL,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,SNP,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,SNP,1
Usher_syndrome;Retinal_dystrophy;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,SNP,2
Usher_syndrome;Retinitis_pigmentosa;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,1
Usher_syndrome;Retinitis_pigmentosa;Usher_syndrome_type_2;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;USH2A-related_disorder,SNP,1
Usher_syndrome;Retinitis_pigmentosa;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,SNP,1
Usher_syndrome;Retinitis_pigmentosa_39,DEL,1
Usher_syndrome;Retinitis_pigmentosa_39,INS,1
Usher_syndrome;Retinitis_pigmentosa_39,SNP,1
Usher_syndrome;Retinitis_pigmentosa_39;Rare_genetic_deafness;Usher_syndrome_type_2A;Retinal_dystrophy,DEL,1
Usher_syndrome;Retinitis_pigmentosa_39;Retinal_dystrophy,SNP,1
Usher_syndrome;Retinitis_pigmentosa_39;USH2A-related_disorder;Usher_syndrome_type_2A,SNP,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,3
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,DEL,2
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Cone-rod_dystrophy,SNP,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,SNP,6
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy,DEL,2
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinal_dystrophy;Rare_genetic_deafness,SNP,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,SNP,1
Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;USH2A-related_disorder;Retinitis_pigmentosa,SNP,1
Usher_syndrome;USH2A-related_disorder,SNP,2
Usher_syndrome;USH2A-related_disorder;Inborn_genetic_diseases;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa;Autosomal_recessive_retinitis_pigmentosa;See_cases;Ear_malformation,SNP,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,SNP,1
Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,SNP,5
Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa;Usher_syndrome_type_2A,SNP,1
Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2;Usher_syndrome_type_2A,INS,1
Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,SNP,1
Usher_syndrome;Usher_syndrome_type_1,SNP,4
"Usher_syndrome;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",SNP,1
Usher_syndrome;Usher_syndrome_type_2A,SNP,4
Usher_syndrome;Usher_syndrome_type_2A,DEL,1
Usher_syndrome;Usher_syndrome_type_2A,INS,1
Usher_syndrome;Usher_syndrome_type_2A;Joubert_syndrome;Congenital_cerebellar_hypoplasia;Cerebellar_hemisphere_hypoplasia;Congenital_sensorineural_hearing_impairment;Hypoplasia_of_the_brainstem;Amblyopia;Delayed_speech_and_language_development;Motor_delay;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Retinitis_pigmentosa_39,SNP,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,SNP,6
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Bardet-Biedl_syndrome;Retinitis_pigmentosa,SNP,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,SNP,1
Usher_syndrome;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa;Cone-rod_dystrophy_3,SNP,1
Usher_syndrome_type_1,SNP,656
Usher_syndrome_type_1,DEL,39
Usher_syndrome_type_1,INS,11
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,31
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,DEL,2
"Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Deafness;Hearing_loss,_autosomal_recessive",SNP,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Hearing_impairment,SNP,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases,SNP,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness,SNP,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,SNP,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Retinal_dystrophy,SNP,1
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,8
Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12,SNP,2
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D,SNP,2
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D;Inborn_genetic_diseases,SNP,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Usher_syndrome",SNP,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",SNP,2
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,SNP,30
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Inborn_genetic_diseases,SNP,1
"Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",SNP,4
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,8
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,INS,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_23,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,SNP,4
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,21
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,DEL,8
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,INS,3
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Rare_genetic_deafness;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy;Rare_genetic_deafness;Usher_syndrome;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Inborn_genetic_diseases,SNP,1
Usher_syndrome_type_1;CDH23-related_disorder,SNP,19
Usher_syndrome_type_1;CDH23-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,SNP,1
Usher_syndrome_type_1;Cone-rod_dystrophy,SNP,2
Usher_syndrome_type_1;Hearing_impairment,SNP,2
"Usher_syndrome_type_1;Hearing_loss,_autosomal_recessive",SNP,1
Usher_syndrome_type_1;Inborn_genetic_diseases,SNP,38
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,SNP,1
"Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",SNP,1
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,SNP,1
Usher_syndrome_type_1;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,SNP,1
"Usher_syndrome_type_1;Inborn_genetic_diseases;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",SNP,1
Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Usher_syndrome_type_1;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Optic_atrophy,SNP,2
Usher_syndrome_type_1;PCDH15-related_disorder;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D,SNP,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types",SNP,4
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types",DEL,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D",SNP,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;CDH23-related_disorder;Rare_genetic_deafness",SNP,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases",DEL,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Rare_genetic_deafness",DEL,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Retinal_dystrophy",SNP,1
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D",SNP,2
"Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome;Hearing_loss,_autosomal_recessive",SNP,1
Usher_syndrome_type_1;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Usher_syndrome_type_1;Rare_genetic_deafness;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,SNP,1
Usher_syndrome_type_1;Rare_genetic_deafness;Usher_syndrome,SNP,1
Usher_syndrome_type_1;Retinal_dystrophy,SNP,2
Usher_syndrome_type_1;Retinal_dystrophy,DEL,1
Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1D,SNP,1
Usher_syndrome_type_1;Retinal_dystrophy;Rare_genetic_deafness,SNP,1
Usher_syndrome_type_1;Retinitis_pigmentosa-deafness_syndrome;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,SNP,1
Usher_syndrome_type_1;Usher_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,OTHER,1
Usher_syndrome_type_1;Usher_syndrome;Retinal_dystrophy,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1B,DEL,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Retinal_dystrophy,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,6
Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1B;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Rare_genetic_deafness;MYO7A-related_disorder,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1D,SNP,3
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,SNP,22
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Inborn_genetic_diseases,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_impairment;Intellectual_disability,SNP,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Pituitary_adenoma_5,_multiple_types",SNP,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",SNP,6
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases",SNP,2
Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,SNP,1
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",SNP,3
"Usher_syndrome_type_1;Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Retinal_dystrophy",SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,SNP,1
Usher_syndrome_type_1;Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,SNP,1
Usher_syndrome_type_1B,SNP,374
Usher_syndrome_type_1B,DEL,11
Usher_syndrome_type_1B,INS,3
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,4
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1,SNP,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,SNP,9
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,SNP,2
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;MYO7A-related_disorder,SNP,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Rare_genetic_deafness,DEL,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Inborn_genetic_diseases,SNP,1
Usher_syndrome_type_1B;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;See_cases;Rare_genetic_deafness,SNP,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,2
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,DEL,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1,SNP,4
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Inborn_genetic_diseases,SNP,1
Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss,SNP,1
