disease_names,tt,count
Usher_syndrome_type_1B;Usher_syndrome,transition,1
Usher_syndrome_type_1B;Usher_syndrome_type_1,transversion,1
Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,5
Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,3
Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Retinal_dystrophy;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,1
Usher_syndrome_type_1B;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome;MYO7A-related_disorder;Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,1
Usher_syndrome_type_1B;Usher_syndrome_type_1;MYO7A-related_disorder,transition,1
Usher_syndrome_type_1B;Usher_syndrome_type_1;Usher_syndrome,transversion,1
Usher_syndrome_type_1D,transition,14
Usher_syndrome_type_1D,transversion,10
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,45
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12,transversion,9
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases,transversion,1
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Usher_syndrome_type_1,transition,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",transversion,2
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",transition,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases;Retinal_dystrophy;Usher_syndrome_type_1",transition,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Inborn_genetic_diseases;Usher_syndrome_type_1",transition,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome",transversion,1
"Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types;Usher_syndrome_type_1;Retinitis_pigmentosa-deafness_syndrome",transversion,1
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1,transition,9
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1,transversion,1
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,transition,6
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F,transversion,1
Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1F;Usher_syndrome_type_1,transition,1
Usher_syndrome_type_1D;CDH23-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,1
Usher_syndrome_type_1D;CDH23-related_disorder;Usher_syndrome_type_1;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Autosomal_recessive_nonsyndromic_hearing_loss_12;Galactosylceramide_beta-galactosidase_deficiency;Metachromatic_leukodystrophy,transition,1
Usher_syndrome_type_1D;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_12,transversion,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types",transversion,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",transition,15
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12",transversion,3
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Retinal_dystrophy;Usher_syndrome_type_1",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;CDH23-related_disorder;Usher_syndrome_type_1",transversion,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive;Retinitis_pigmentosa-deafness_syndrome",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;CDH23-related_disorder",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Rare_genetic_deafness;Usher_syndrome_type_1",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome;Usher_syndrome_type_1",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1",transition,4
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1;Nonsyndromic_genetic_hearing_loss",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Rare_genetic_deafness",transition,1
"Usher_syndrome_type_1D;Pituitary_adenoma_5,_multiple_types;Usher_syndrome;Inborn_genetic_diseases;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_12",transition,1
Usher_syndrome_type_1D;Prelingual_sensorineural_hearing_impairment;Inborn_genetic_diseases;Usher_syndrome_type_1,transversion,1
Usher_syndrome_type_1D;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,1
Usher_syndrome_type_1D;Retinitis_pigmentosa-deafness_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12;Usher_syndrome_type_1,transition,2
Usher_syndrome_type_1D;Usher_syndrome,transition,1
Usher_syndrome_type_1D;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12,transition,4
Usher_syndrome_type_1D;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12,transversion,2
Usher_syndrome_type_1D;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Galactosylceramide_beta-galactosidase_deficiency;Atypical_Gaucher_Disease;Combined_PSAP_deficiency;Metachromatic_leukodystrophy,transition,1
"Usher_syndrome_type_1D;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_12;Pituitary_adenoma_5,_multiple_types",transition,1
"Usher_syndrome_type_1D;Usher_syndrome_type_1;Pituitary_adenoma_5,_multiple_types",transversion,1
Usher_syndrome_type_1D;Usher_syndrome_type_1;Retinal_dystrophy;Autosomal_recessive_nonsyndromic_hearing_loss_12,transversion,1
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,transversion,6
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,transition,5
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1,transition,3
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1;Hearing_impairment,transition,1
Usher_syndrome_type_1D;Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1;Retinal_dystrophy,transversion,1
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,transition,10
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23,transversion,2
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Non-Syndromic_Hereditary_Hearing_Impairment,transition,1
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D,transversion,2
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D,transition,1
Usher_syndrome_type_1F;Autosomal_recessive_nonsyndromic_hearing_loss_23;Usher_syndrome_type_1D;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1F;Hearing_impairment,transition,1
Usher_syndrome_type_1F;Inborn_genetic_diseases;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,transversion,1
Usher_syndrome_type_1F;Retinitis_pigmentosa;Usher_syndrome_type_1;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,transition,1
Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,transversion,4
Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23,transition,3
Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_1F;Usher_syndrome_type_1D;Autosomal_recessive_nonsyndromic_hearing_loss_23;PCDH15-related_disorder,transversion,1
"Usher_syndrome_type_1G;Deafness;Hearing_loss,_autosomal_recessive",transversion,1
Usher_syndrome_type_1J;Autosomal_recessive_nonsyndromic_hearing_loss_48,transversion,1
Usher_syndrome_type_2,transversion,16
Usher_syndrome_type_2,transition,8
Usher_syndrome_type_2;Rare_genetic_deafness;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transition,1
"Usher_syndrome_type_2;Rare_genetic_deafness;Usher_syndrome_type_2C;Febrile_seizures,_familial,_4;Usher_syndrome;Retinal_dystrophy",transition,1
Usher_syndrome_type_2;Retinal_dystrophy;Usher_syndrome_type_2A,transversion,1
Usher_syndrome_type_2;Retinitis_pigmentosa_39,transition,2
Usher_syndrome_type_2;Retinitis_pigmentosa_39,transversion,2
Usher_syndrome_type_2;Retinitis_pigmentosa_39;Usher_syndrome,transversion,1
Usher_syndrome_type_2;Retinitis_pigmentosa_39;Usher_syndrome_type_2A,transversion,1
Usher_syndrome_type_2;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_2;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2A;Retinitis_pigmentosa,transversion,1
Usher_syndrome_type_2;Usher_syndrome_type_2A,transition,2
Usher_syndrome_type_2;Usher_syndrome_type_2A,transversion,1
Usher_syndrome_type_2;Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome,transition,1
Usher_syndrome_type_2;Usher_syndrome_type_2A;Retinitis_pigmentosa_39,transversion,1
Usher_syndrome_type_2;Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,transversion,1
Usher_syndrome_type_2A,transition,462
Usher_syndrome_type_2A,transversion,317
Usher_syndrome_type_2A;Congenital_sensorineural_hearing_impairment,transversion,1
"Usher_syndrome_type_2A;Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2C",transition,2
"Usher_syndrome_type_2A;Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2C",transversion,1
Usher_syndrome_type_2A;Inborn_genetic_diseases,transition,12
Usher_syndrome_type_2A;Inborn_genetic_diseases,transversion,5
Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinal_dystrophy,transversion,1
Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinitis_pigmentosa_39,transition,3
Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinitis_pigmentosa_39,transversion,2
Usher_syndrome_type_2A;Inborn_genetic_diseases;Retinitis_pigmentosa_39;Retinal_dystrophy,transition,1
Usher_syndrome_type_2A;Inborn_genetic_diseases;USH2A-related_disorder,transversion,1
Usher_syndrome_type_2A;Rare_genetic_deafness,transversion,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Retinal_dystrophy;Retinitis_pigmentosa_39,transition,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Retinitis_pigmentosa_39,transition,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Retinitis_pigmentosa_39,transversion,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Usher_syndrome;Retinal_dystrophy,transition,1
Usher_syndrome_type_2A;Rare_genetic_deafness;Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_2;USH2A-related_disorder;Inborn_genetic_diseases;Retinal_dystrophy;Retinitis_pigmentosa,transversion,1
Usher_syndrome_type_2A;Retinal_dystrophy,transition,23
Usher_syndrome_type_2A;Retinal_dystrophy,transversion,2
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa,transition,5
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa,transversion,3
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39,transition,7
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39,transversion,2
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39;Retinitis_pigmentosa,transversion,1
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39;USH2A-related_disorder,transition,1
Usher_syndrome_type_2A;Retinal_dystrophy;Retinitis_pigmentosa_39;Usher_syndrome_type_2,transition,1
Usher_syndrome_type_2A;Retinal_dystrophy;USH2A-related_disorder,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa,transition,19
Usher_syndrome_type_2A;Retinitis_pigmentosa,transversion,7
Usher_syndrome_type_2A;Retinitis_pigmentosa;Retinitis_pigmentosa_39,transition,4
Usher_syndrome_type_2A;Retinitis_pigmentosa;Retinitis_pigmentosa_39,transversion,2
Usher_syndrome_type_2A;Retinitis_pigmentosa;Retinitis_pigmentosa_39;Retinal_dystrophy,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39,transition,193
Usher_syndrome_type_2A;Retinitis_pigmentosa_39,transversion,83
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Inborn_genetic_diseases,transition,13
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Inborn_genetic_diseases,transversion,8
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Inborn_genetic_diseases;USH2A-related_disorder,transversion,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Leber_congenital_amaurosis;Retinitis_pigmentosa;Retinal_dystrophy,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Progressive_cone_dystrophy_(without_rod_involvement);USH2A-related_disorder,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness,transition,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;USH2A-related_disorder,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;Usher_syndrome,transversion,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;Usher_syndrome;USH2A-related_disorder;See_cases;Retinal_dystrophy,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Rare_genetic_deafness;Usher_syndrome_type_2;USH2A-related_disorder;Retinal_dystrophy,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,transition,39
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy,transversion,10
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Retinitis_pigmentosa,transition,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Retinitis_pigmentosa,transversion,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;USH2A-related_disorder,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Usher_syndrome,transition,3
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinal_dystrophy;Usher_syndrome;Retinitis_pigmentosa,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,transition,7
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa,transversion,5
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa;Inborn_genetic_diseases,transversion,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Retinitis_pigmentosa;Inborn_genetic_diseases;Retinal_dystrophy,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinal_dystrophy,transition,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinal_dystrophy,transversion,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinitis_pigmentosa,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;USH2A-related_disorder;Retinitis_pigmentosa;Retinal_dystrophy,transversion,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome,transition,11
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome,transversion,3
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Rare_genetic_deafness;Retinal_dystrophy,transversion,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Retinal_dystrophy,transition,3
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Retinal_dystrophy,transversion,2
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;Retinal_dystrophy;USH2A-related_disorder,transversion,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;USH2A-related_disorder,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome;USH2A-related_disorder;Retinal_dystrophy;Retinitis_pigmentosa,transition,1
Usher_syndrome_type_2A;Retinitis_pigmentosa_39;Usher_syndrome_type_2,transition,1
Usher_syndrome_type_2A;USH2A-related_disorder,transition,6
Usher_syndrome_type_2A;USH2A-related_disorder,transversion,3
Usher_syndrome_type_2A;USH2A-related_disorder;Inborn_genetic_diseases,transition,1
Usher_syndrome_type_2A;USH2A-related_disorder;Retinal_dystrophy,transition,3
Usher_syndrome_type_2A;USH2A-related_disorder;Retinitis_pigmentosa_39,transition,3
Usher_syndrome_type_2A;USH2A-related_disorder;Retinitis_pigmentosa_39,transversion,1
Usher_syndrome_type_2A;Usher_syndrome,transversion,4
Usher_syndrome_type_2A;Usher_syndrome,transition,3
Usher_syndrome_type_2A;Usher_syndrome;Inborn_genetic_diseases;Retinitis_pigmentosa_39,transversion,1
Usher_syndrome_type_2A;Usher_syndrome;Retinal_dystrophy;Retinitis_pigmentosa_39,transition,1
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa;Retinitis_pigmentosa_39,transition,1
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa_39,transversion,2
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa_39;Retinal_dystrophy;Rare_genetic_deafness,transition,1
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa_39;Retinitis_pigmentosa,transition,2
Usher_syndrome_type_2A;Usher_syndrome;Retinitis_pigmentosa_39;Usher_syndrome_type_1;USH2A-related_disorder;Retinitis_pigmentosa,transversion,1
Usher_syndrome_type_2A;Usher_syndrome;USH2A-related_disorder;Retinitis_pigmentosa_39;Retinal_dystrophy;Retinitis_pigmentosa,transition,1
Usher_syndrome_type_2A;Usher_syndrome_type_2;Retinitis_pigmentosa_39;Inborn_genetic_diseases;Retinal_dystrophy,transversion,1
"Usher_syndrome_type_2A;Usher_syndrome_type_2C;Hearing_loss,_autosomal_recessive_57",transition,2
"Usher_syndrome_type_2C;Febrile_seizures,_familial,_4;Rare_genetic_deafness",transition,1
"Usher_syndrome_type_2C;Hearing_loss,_autosomal_recessive_57",transition,1
"Usher_syndrome_type_2C;Hearing_loss,_autosomal_recessive_57",transversion,1
"Usher_syndrome_type_2C;Hearing_loss,_autosomal_recessive_57;Usher_syndrome_type_2A",transition,1
Usher_syndrome_type_2C;Rare_genetic_deafness;Retinal_dystrophy,transition,1
"Usher_syndrome_type_2C;Usher_syndrome_type_2A;Hearing_loss,_autosomal_recessive_57;Inborn_genetic_diseases",transition,1
Usher_syndrome_type_2D;Autosomal_recessive_nonsyndromic_hearing_loss_31,transition,41
Usher_syndrome_type_2D;Autosomal_recessive_nonsyndromic_hearing_loss_31,transversion,17
Usher_syndrome_type_2D;Autosomal_recessive_nonsyndromic_hearing_loss_31;Retinal_dystrophy,transversion,1
Usher_syndrome_type_2D;Autosomal_recessive_nonsyndromic_hearing_loss_31;WHRN-related_disorder,transition,2
